,Disk (GB),Memory (GB),CPU (Core),Bandwidth (MB/s),Region,Latitude,Longitude
438,495,5,3,235,Arizona,34.03727434278832,114.08201184230356
439,495,5,3,235,Arizona,32.50448327537463,109.87104066382796
440,495,5,3,234,Arizona,35.956186309099955,114.54198815883545
441,495,5,3,234,Arizona,35.42165590205495,109.99621959462836
442,495,5,3,234,Arizona,36.29835292960955,112.29446546829932
443,495,5,3,233,Arizona,35.721987538983235,110.37813336334477
444,495,5,3,233,Arizona,34.03235417891415,109.76147372174643
445,495,5,3,232,Arizona,33.748898387813625,109.31605010678139
446,401,5,3,231,Arizona,32.5405654340166,109.57401080092427
447,304,5,3,230,Arizona,35.82848834479771,114.66009818227322
448,275,4,1,229,Arizona,33.43387229321095,114.2745942070795
449,247,4,1,228,Arizona,31.568185202199256,112.84360007568074
450,247,3,1,226,Arizona,31.426532787034688,114.62765484925569
451,14078,100,18,2736,California,39.75942751704712,117.33797433812455
452,14078,100,18,2736,California,38.4581876360521,116.2750079512022
453,14078,100,18,2733,California,40.3811697148439,114.35461124902334
454,14078,71,18,2733,California,33.64486401488504,114.14417055067536
455,14078,68,18,2733,California,39.476536504542736,120.4692455827129
456,14078,68,18,2730,California,39.68352021424207,121.3435098492807
457,14078,68,18,2730,California,37.42422938866409,120.77763174704403
458,14078,68,18,2694,California,35.34636018043736,120.5431411122874
459,14078,68,18,2685,California,41.50740226687556,115.97988951599793
460,13785,68,18,2450,California,36.381575171593674,120.68634368821758
461,13785,68,18,2440,California,35.67432839619506,122.31484525946658
462,13785,68,18,2438,California,39.95951145577656,120.67469633151235
463,13785,68,18,2430,California,32.63095524071161,121.25248665327844
464,13785,68,18,2413,California,40.519512937711454,115.19286710666148
465,13785,68,18,2408,California,34.752563797205305,115.51991832824037
466,13492,68,18,2391,California,37.47710214072429,116.52057005957508
467,13492,68,18,2388,California,39.17993850280536,117.22500286996089
468,13199,68,18,2351,California,37.03011995955839,116.36221238401103
469,13199,68,18,2334,California,38.62941222488895,119.48269042454628
470,13199,68,18,2334,California,33.65157759146516,123.75790935504438
471,12905,68,18,2334,California,32.727876532617124,123.78202138499479
472,12905,68,18,2334,California,32.79566581161252,121.00907510577048
473,12905,68,18,2045,California,35.73790793408035,122.7384847425556
474,12905,68,18,2045,California,35.71626723778722,122.68633729931867
475,12905,68,18,2045,California,37.06136926215922,122.73563961430142
476,12905,68,18,1879,California,40.668914756623536,121.56027595634029
477,12905,68,18,1752,California,32.92220275982503,117.28891255794701
478,12905,68,18,1752,California,33.26324844708837,115.19432960598822
479,12905,67,18,1752,California,35.6367168184976,122.13596568055078
480,12612,63,18,1752,California,37.90648929485133,118.99167504366878
481,12361,63,15,1752,California,41.55006682775816,117.81932800876166
482,12319,58,15,1752,California,35.89825663379611,122.13681200639186
483,12319,50,15,1752,California,36.544559213215805,114.42363946307545
484,12319,50,15,1752,California,40.89688061669659,114.568201889436
485,12319,50,15,1752,California,41.85376036555795,120.45261966513095
486,12319,50,15,1752,California,39.892858616237774,114.14310246447467
487,12319,50,15,1752,California,32.62521304089045,119.12622366045359
488,12319,50,15,1752,California,36.26931778300988,120.48240868209535
489,12025,50,15,1752,California,32.748586908926406,119.59055031609124
490,12025,50,15,1752,California,33.43964431969861,120.28285519633306
491,12025,50,15,1752,California,34.677315982147206,117.26902699449282
492,12025,45,15,1752,California,36.02579097894562,117.12880507227035
493,11732,45,15,1752,California,36.72627985385336,119.7905251544189
494,11732,41,15,1752,California,38.96390778818919,118.0115359774074
495,11732,40,15,1752,California,32.82058462570281,120.59786213582203
496,11732,40,15,1618,California,41.49490760922188,118.57828302485393
497,11732,40,15,1610,California,35.13098451335109,120.55075904064273
498,11732,40,15,1603,California,36.35716638486301,117.40714042553478
499,11439,40,15,1600,California,33.89986755162209,124.18183978928413
500,11145,40,15,1597,California,33.316387795267005,121.37446989166214
501,11145,40,15,1589,California,36.94496877770276,116.14685853795159
502,11145,40,15,1587,California,41.625023935652756,121.38208012084625
503,11145,40,15,1577,California,40.17314400961094,121.30391298819049
504,11145,40,15,1577,California,38.27521701895381,117.45665229488928
505,11145,40,15,1550,California,35.77042030498434,123.47950359193243
506,11145,37,15,1549,California,36.795147775816915,116.17538149349507
507,11145,37,15,1532,California,36.49929048050676,117.41697771951424
508,11145,37,15,1518,California,38.22438496811634,121.53271763892131
509,11145,32,15,1518,California,33.20859616973194,114.64849785844446
510,11145,32,15,1518,California,34.893662399446605,118.62489220632906
511,11145,32,15,1518,California,38.94663082440742,119.02424172708442
512,11145,32,15,1518,California,36.304690126448975,122.39058499862037
513,11145,32,15,1518,California,37.16125309119073,114.97991742948933
514,10852,32,15,1518,California,37.403594746729695,123.55483394664385
515,10852,32,15,1518,California,32.586433717975964,120.03626408439725
516,10852,32,15,1493,California,39.53832813719246,114.92840627884779
517,10852,32,15,1493,California,41.43024379922574,119.60433421589474
518,10852,32,15,1493,California,39.50989886790487,117.33392710032587
519,10852,32,15,1493,California,41.45453875522281,117.94633603909347
520,10852,32,15,1493,California,39.616627699837906,117.2176599144815
521,10852,32,15,1493,California,38.547038523363184,118.30895345145181
522,10852,32,15,1493,California,37.86312689077206,116.79159586227892
523,10852,32,15,1493,California,37.48548440116241,114.19250864448038
524,10852,32,15,1493,California,38.78072083781286,120.8789727527542
525,10852,32,15,1493,California,39.87082923310008,115.95189062338856
526,10852,32,15,1493,California,36.575853728161746,122.26383842131
527,10800,32,15,1493,California,35.12231842638462,122.3260976315928
528,10559,32,15,1493,California,35.85012302810905,120.67631876359498
529,10559,32,15,1493,California,32.81225782393611,119.4406134728918
530,10559,32,15,1493,California,41.769682788896894,114.58474106199702
531,10559,32,15,1493,California,34.00705416952579,116.00796474513415
532,10559,32,15,1493,California,34.05271333357732,115.75909099361229
533,10559,32,15,1493,California,35.8183520054915,116.65103405236955
534,10559,32,15,1493,California,41.64974182421476,116.14657353550604
535,10559,32,15,1493,California,40.095823926695466,120.94322645724662
536,10559,32,15,1493,California,39.33749310203436,115.25886631694092
537,10559,32,15,1493,California,37.640569878836644,117.89908381567938
538,10559,32,15,1493,California,34.19407435413,121.67573244095722
539,10559,32,15,1493,California,40.451428032328494,122.26383137806074
540,10559,32,15,1493,California,39.04647688323664,115.66094381249503
541,10559,32,15,1487,California,34.06471369373537,121.09135484700093
542,10559,32,15,1487,California,35.42960415914495,123.43299027856641
543,10559,32,15,1487,California,37.6048123223515,118.00335582858641
544,10559,32,15,1460,California,39.70252556974458,122.16457787135036
545,10559,32,15,1460,California,41.84779199976069,114.543650279308
546,10559,32,15,1460,California,41.19914644055191,116.28732835752244
547,10559,32,15,1460,California,37.986580284601004,123.68800523784547
548,10559,32,15,1460,California,37.92058127341776,118.1935085424854
549,10559,32,15,1460,California,40.22295121777851,119.30337309421428
550,10559,32,15,1460,California,38.03824523883984,118.9813120274713
551,10559,32,15,1460,California,32.60273231652844,117.39507560097586
552,10559,32,15,1460,California,41.77537687034402,117.26843177265125
553,10559,32,15,1460,California,39.386993937587185,122.19577696580531
554,10559,32,15,1460,California,41.0048656346752,116.03541981607272
555,10559,32,15,1460,California,36.174705250718986,116.94590841506216
556,10559,32,15,1460,California,34.53596997568304,120.52629584177662
557,10559,32,15,1460,California,35.33691033663257,117.31114843631948
558,10559,32,15,1460,California,39.46299224351236,119.11223579001208
559,10559,32,15,1460,California,36.51592468919873,123.13727683838806
560,10559,32,15,1460,California,34.02468120138285,122.42612195078337
561,10559,32,15,1460,California,33.48801404052226,114.54162328099588
562,10559,32,15,1460,California,41.97370270078736,116.84748669547923
563,10559,32,15,1460,California,40.27182967739133,122.86716527070892
564,10559,32,15,1460,California,37.949983960992306,116.12144241081289
565,10559,32,15,1460,California,38.70127468455557,115.58452720670113
566,10559,32,15,1460,California,33.07815599701258,118.98976230980614
567,10559,32,15,1460,California,37.41036185962845,119.84443599873148
568,10559,32,15,1460,California,41.533150489044104,115.07327185415619
569,10559,32,15,1460,California,34.94681718540351,115.02032074930902
570,10559,32,15,1460,California,32.80027617982903,117.22568100588407
571,10265,32,15,1460,California,32.548255002161675,118.00005898826228
572,10265,32,15,1460,California,38.89617243602365,123.62465866197209
573,10265,32,15,1460,California,32.662482384938755,121.93488220803107
574,10265,32,15,1460,California,36.217680739905376,114.65720487458563
575,10265,32,15,1460,California,37.949615885678526,123.49751717159766
576,10265,32,15,1460,California,33.864953048615334,116.19157408121389
577,10265,32,15,1460,California,40.74702189657735,121.481854028153
578,10265,32,15,1460,California,39.20246778524452,115.20251637329638
579,10265,32,15,1460,California,40.9055505310498,117.52989884571352
580,10265,32,15,1460,California,35.301380940398055,114.94924052820326
581,10265,32,15,1460,California,40.18190864429539,117.29460374901694
582,10265,32,15,1460,California,37.38907310884868,114.72438643259261
583,10265,32,15,1460,California,40.53953389196672,122.44336991894292
584,10265,32,15,1460,California,37.176435144912375,123.8619199374813
585,10265,32,15,1460,California,38.64044022343853,124.20309781452224
586,10265,32,15,1460,California,34.43015163542499,119.78543672832082
587,10265,32,15,1460,California,33.39936902471835,121.80788464172767
588,10265,32,15,1460,California,38.2692074010141,118.29313798364808
589,10265,32,15,1460,California,32.6120706046996,114.34578526328808
590,10265,32,15,1460,California,41.38763205183776,114.65220554245765
591,9972,32,15,1460,California,41.33392690004077,114.3397258119216
592,9972,32,15,1460,California,35.019501057014686,123.60343752157294
593,9972,32,15,1460,California,37.853514191735044,120.53280627294023
594,9972,32,15,1460,California,41.756664137380255,122.71155459679002
595,9972,32,15,1460,California,37.081400333341165,117.76642493249021
596,9972,32,15,1460,California,34.93458649514158,117.00441788985916
597,9972,32,15,1460,California,40.50863758947433,116.80389255446767
598,9972,32,15,1460,California,37.74698386450661,116.04951059633169
599,9972,32,15,1460,California,40.25733998545278,118.20943900015808
600,9972,32,15,1460,California,35.09090530192267,116.714508163321
601,9972,32,15,1460,California,37.21609919489702,115.94662561221497
602,9972,32,15,1460,California,34.70437466474716,117.0452279871071
603,9972,32,15,1460,California,36.55540298556795,115.23741182084873
604,9972,32,15,1460,California,41.34422007475378,123.24993701765946
605,9679,32,15,1460,California,36.70760316622855,118.84720618218054
606,9679,32,15,1460,California,38.457338903925326,123.32659316648616
607,9679,32,15,1460,California,41.37327241414104,121.13850790938456
608,9679,32,15,1460,California,41.186593358668446,121.2710826091118
609,9679,32,15,1460,California,39.32159950690068,118.91196151767228
610,9679,32,15,1460,California,40.761223277243744,123.57672614612902
611,9679,32,15,1460,California,39.15629161076021,116.47876079223883
612,9679,32,15,1460,California,32.948196044533624,116.53414019525839
613,9679,32,15,1460,California,38.930982714862296,119.54218507325935
614,9679,32,15,1460,California,38.252067127814044,120.14064511477544
615,9679,32,15,1460,California,41.62200091945188,119.74378533671172
616,9385,32,15,1460,California,37.39911171538282,115.97476949926845
617,9385,32,15,1460,California,40.31055887925873,117.65070858908739
618,9385,32,15,1460,California,33.619318868038626,118.07130482762236
619,9385,32,15,1460,California,37.20753705133665,117.36568761357994
620,9385,32,15,1460,California,33.91408304113574,116.08603467899846
621,9385,32,15,1460,California,34.629036898414746,123.47097838350652
622,9385,32,15,1460,California,39.16652286250631,115.52842279759132
623,9385,32,15,1460,California,41.09719290916634,122.0402637630444
624,9385,32,15,1460,California,39.17361960781617,117.56263496678142
625,9385,32,15,1460,California,37.73447427831911,122.19750665690127
626,9385,32,15,1460,California,40.824246507184185,118.96600269327183
627,9385,32,15,1460,California,34.155910057512344,117.55807455349937
628,9385,32,15,1460,California,41.21800592469974,116.98680683568021
629,9385,32,15,1460,California,38.90605148604007,116.8727576389837
630,9385,32,15,1460,California,34.25297252347826,124.38622053666764
631,9385,32,15,1460,California,35.526694608780936,121.93187361881571
632,9385,32,15,1460,California,36.52381101710846,117.60546465724894
633,9300,32,15,1460,California,33.65316622671476,122.54571062991961
634,9092,32,15,1460,California,33.0185985627781,114.35264450433283
635,9092,32,15,1460,California,37.7293945571796,119.74462801186152
636,9092,32,15,1460,California,40.30322101340452,118.4845151672915
637,9092,32,15,1460,California,39.06969859384137,122.74369359467522
638,9092,32,15,1460,California,33.66817836451031,114.94183827545385
639,9092,32,15,1460,California,37.696010290967585,124.20607241840206
640,9092,32,15,1460,California,37.3975970216905,116.3852452455477
641,9092,32,15,1460,California,39.29865485630372,120.76220803953562
642,9092,32,15,1460,California,41.35014655509106,115.16073663177706
643,8799,32,15,1460,California,38.036967669077534,117.52806217010499
644,8799,32,15,1460,California,34.647311299352864,118.93329060670854
645,8799,32,15,1460,California,40.00631000575124,120.38258110850586
646,8799,32,15,1460,California,38.89117932007032,114.82204171245957
647,8799,32,15,1460,California,37.63149951345653,115.65647030201238
648,8799,32,15,1437,California,39.42391160533469,118.51446018413877
649,8799,32,15,1436,California,37.615679153373456,114.83188551960382
650,8799,32,15,1429,California,38.11318824637097,124.09685000533179
651,8799,32,15,1429,California,35.97737554440409,115.07976628397189
652,8799,32,15,1429,California,39.08363156828642,115.55261859734297
653,8799,32,15,1426,California,35.40650315390661,116.78389959982051
654,8799,32,15,1426,California,40.53450571709276,115.90742646609455
655,8799,32,15,1423,California,35.58480989060354,118.21498267649727
656,8799,32,15,1418,California,35.998443627974616,115.88366433331188
657,8799,32,15,1415,California,41.029900614080816,120.12552036265177
658,8799,32,15,1412,California,37.14288406848185,123.53152329673652
659,8799,32,15,1409,California,33.90589051682171,122.52123410951461
660,8799,32,15,1404,California,41.4495211333156,119.27540179514168
661,8799,32,15,1404,California,34.63133487709037,116.63705987516889
662,8799,32,15,1401,California,32.572909004015266,124.05915302541995
663,8799,32,15,1401,California,41.96669658060577,117.19142361256881
664,8799,32,15,1401,California,37.89803919765335,122.33685193931592
665,8799,32,15,1401,California,39.5954503356971,119.92836259588546
666,8799,32,15,1401,California,35.02605981078536,116.61342911286502
667,8799,32,15,1401,California,34.47634244892525,121.7030238650768
668,8799,32,15,1401,California,32.84741304450429,123.84518128829353
669,8799,32,15,1401,California,32.651600153220315,123.07949969848742
670,8799,32,15,1401,California,39.89195349538194,121.39586837759904
671,8799,32,15,1401,California,41.21686579986987,117.14111064361255
672,8799,32,15,1401,California,38.94614579799058,116.68484856540422
673,8506,32,15,1401,California,35.07545115631485,115.775741928266
674,8506,32,15,1401,California,34.22807598299957,119.14540506085282
675,8506,32,15,1401,California,34.00885239069312,124.10618686429252
676,8506,32,15,1401,California,35.56740473120769,114.69317725795705
677,8506,32,15,1401,California,34.289646104449,121.27624367860612
678,8506,32,15,1401,California,33.29299737453806,115.86963478073228
679,8506,32,15,1401,California,40.11249564738011,120.66813877660884
680,8212,32,15,1401,California,39.720048524656825,118.13727613919893
681,8212,32,15,1401,California,34.32956043172982,123.33203591436198
682,8212,32,13,1401,California,33.300086145803064,118.47045687922093
683,8212,32,12,1401,California,37.31599372460554,114.48677041506002
